n,e*log(n),n,e*log(n) <= n
10.1610,6.3025,10.1610,Si
10.1620,6.3028,10.1620,Si
10.1630,6.3030,10.1630,Si
10.1640,6.3033,10.1640,Si
10.1650,6.3036,10.1650,Si
10.1660,6.3038,10.1660,Si
10.1670,6.3041,10.1670,Si
10.1680,6.3044,10.1680,Si
10.1690,6.3046,10.1690,Si
10.1700,6.3049,10.1700,Si
10.1710,6.3052,10.1710,Si
10.1720,6.3054,10.1720,Si
10.1730,6.3057,10.1730,Si
10.1740,6.3060,10.1740,Si
10.1750,6.3062,10.1750,Si
10.1760,6.3065,10.1760,Si
10.1770,6.3068,10.1770,Si
10.1780,6.3070,10.1780,Si
10.1790,6.3073,10.1790,Si
10.1800,6.3076,10.1800,Si
10.1810,6.3078,10.1810,Si
10.1820,6.3081,10.1820,Si
10.1830,6.3084,10.1830,Si
10.1840,6.3086,10.1840,Si
10.1850,6.3089,10.1850,Si
10.1860,6.3092,10.1860,Si
10.1870,6.3094,10.1870,Si
10.1880,6.3097,10.1880,Si
10.1890,6.3100,10.1890,Si
10.1900,6.3102,10.1900,Si
10.1910,6.3105,10.1910,Si
10.1920,6.3108,10.1920,Si
10.1930,6.3110,10.1930,Si
10.1940,6.3113,10.1940,Si
10.1950,6.3116,10.1950,Si
10.1960,6.3118,10.1960,Si
10.1970,6.3121,10.1970,Si
10.1980,6.3124,10.1980,Si
10.1990,6.3126,10.1990,Si
10.2000,6.3129,10.2000,Si
10.2010,6.3132,10.2010,Si
10.2020,6.3134,10.2020,Si
10.2030,6.3137,10.2030,Si
10.2040,6.3140,10.2040,Si
10.2050,6.3142,10.2050,Si
10.2060,6.3145,10.2060,Si
10.2070,6.3148,10.2070,Si
10.2080,6.3150,10.2080,Si
10.2090,6.3153,10.2090,Si
10.2100,6.3156,10.2100,Si
10.2110,6.3158,10.2110,Si
10.2120,6.3161,10.2120,Si
10.2130,6.3164,10.2130,Si
10.2140,6.3166,10.2140,Si
10.2150,6.3169,10.2150,Si
10.2160,6.3172,10.2160,Si
10.2170,6.3174,10.2170,Si
10.2180,6.3177,10.2180,Si
10.2190,6.3180,10.2190,Si
10.2200,6.3182,10.2200,Si
10.2210,6.3185,10.2210,Si
10.2220,6.3188,10.2220,Si
10.2230,6.3190,10.2230,Si
10.2240,6.3193,10.2240,Si
10.2250,6.3196,10.2250,Si
10.2260,6.3198,10.2260,Si
10.2270,6.3201,10.2270,Si
10.2280,6.3204,10.2280,Si
10.2290,6.3206,10.2290,Si
10.2300,6.3209,10.2300,Si
10.2310,6.3212,10.2310,Si
10.2320,6.3214,10.2320,Si
10.2330,6.3217,10.2330,Si
10.2340,6.3220,10.2340,Si
10.2350,6.3222,10.2350,Si
10.2360,6.3225,10.2360,Si
10.2370,6.3227,10.2370,Si
10.2380,6.3230,10.2380,Si
10.2390,6.3233,10.2390,Si
10.2400,6.3235,10.2400,Si
10.2410,6.3238,10.2410,Si
10.2420,6.3241,10.2420,Si
10.2430,6.3243,10.2430,Si
10.2440,6.3246,10.2440,Si
10.2450,6.3249,10.2450,Si
10.2460,6.3251,10.2460,Si
10.2470,6.3254,10.2470,Si
10.2480,6.3257,10.2480,Si
10.2490,6.3259,10.2490,Si
10.2500,6.3262,10.2500,Si
10.2510,6.3265,10.2510,Si
10.2520,6.3267,10.2520,Si
10.2530,6.3270,10.2530,Si
10.2540,6.3273,10.2540,Si
10.2550,6.3275,10.2550,Si
10.2560,6.3278,10.2560,Si
10.2570,6.3281,10.2570,Si
10.2580,6.3283,10.2580,Si
10.2590,6.3286,10.2590,Si
10.2600,6.3288,10.2600,Si
10.2610,6.3291,10.2610,Si
10.2620,6.3294,10.2620,Si
10.2630,6.3296,10.2630,Si
10.2640,6.3299,10.2640,Si
10.2650,6.3302,10.2650,Si
10.2660,6.3304,10.2660,Si
10.2670,6.3307,10.2670,Si
10.2680,6.3310,10.2680,Si
10.2690,6.3312,10.2690,Si
10.2700,6.3315,10.2700,Si
10.2710,6.3318,10.2710,Si
10.2720,6.3320,10.2720,Si
10.2730,6.3323,10.2730,Si
10.2740,6.3326,10.2740,Si
10.2750,6.3328,10.2750,Si
10.2760,6.3331,10.2760,Si
10.2770,6.3333,10.2770,Si
10.2780,6.3336,10.2780,Si
10.2790,6.3339,10.2790,Si
10.2800,6.3341,10.2800,Si
10.2810,6.3344,10.2810,Si
10.2820,6.3347,10.2820,Si
10.2830,6.3349,10.2830,Si
10.2840,6.3352,10.2840,Si
10.2850,6.3355,10.2850,Si
10.2860,6.3357,10.2860,Si
10.2870,6.3360,10.2870,Si
10.2880,6.3363,10.2880,Si
10.2890,6.3365,10.2890,Si
10.2900,6.3368,10.2900,Si
10.2910,6.3370,10.2910,Si
10.2920,6.3373,10.2920,Si
10.2930,6.3376,10.2930,Si
10.2940,6.3378,10.2940,Si
10.2950,6.3381,10.2950,Si
10.2960,6.3384,10.2960,Si
10.2970,6.3386,10.2970,Si
10.2980,6.3389,10.2980,Si
10.2990,6.3392,10.2990,Si
10.3000,6.3394,10.3000,Si
10.3010,6.3397,10.3010,Si
10.3020,6.3400,10.3020,Si
10.3030,6.3402,10.3030,Si
10.3040,6.3405,10.3040,Si
10.3050,6.3407,10.3050,Si
10.3060,6.3410,10.3060,Si
10.3070,6.3413,10.3070,Si
10.3080,6.3415,10.3080,Si
10.3090,6.3418,10.3090,Si
10.3100,6.3421,10.3100,Si
10.3110,6.3423,10.3110,Si
10.3120,6.3426,10.3120,Si
10.3130,6.3429,10.3130,Si
10.3140,6.3431,10.3140,Si
10.3150,6.3434,10.3150,Si
10.3160,6.3436,10.3160,Si
10.3170,6.3439,10.3170,Si
10.3180,6.3442,10.3180,Si
10.3190,6.3444,10.3190,Si
10.3200,6.3447,10.3200,Si
10.3210,6.3450,10.3210,Si
10.3220,6.3452,10.3220,Si
10.3230,6.3455,10.3230,Si
10.3240,6.3458,10.3240,Si
10.3250,6.3460,10.3250,Si
10.3260,6.3463,10.3260,Si
10.3270,6.3465,10.3270,Si
10.3280,6.3468,10.3280,Si
10.3290,6.3471,10.3290,Si
10.3300,6.3473,10.3300,Si
10.3310,6.3476,10.3310,Si
10.3320,6.3479,10.3320,Si
10.3330,6.3481,10.3330,Si
10.3340,6.3484,10.3340,Si
10.3350,6.3486,10.3350,Si
10.3360,6.3489,10.3360,Si
10.3370,6.3492,10.3370,Si
10.3380,6.3494,10.3380,Si
10.3390,6.3497,10.3390,Si
10.3400,6.3500,10.3400,Si
10.3410,6.3502,10.3410,Si
10.3420,6.3505,10.3420,Si
10.3430,6.3507,10.3430,Si
10.3440,6.3510,10.3440,Si
10.3450,6.3513,10.3450,Si
10.3460,6.3515,10.3460,Si
10.3470,6.3518,10.3470,Si
10.3480,6.3521,10.3480,Si
10.3490,6.3523,10.3490,Si
10.3500,6.3526,10.3500,Si
10.3510,6.3529,10.3510,Si
10.3520,6.3531,10.3520,Si
10.3530,6.3534,10.3530,Si
10.3540,6.3536,10.3540,Si
10.3550,6.3539,10.3550,Si
10.3560,6.3542,10.3560,Si
10.3570,6.3544,10.3570,Si
10.3580,6.3547,10.3580,Si
10.3590,6.3550,10.3590,Si
10.3600,6.3552,10.3600,Si
10.3610,6.3555,10.3610,Si
10.3620,6.3557,10.3620,Si
10.3630,6.3560,10.3630,Si
10.3640,6.3563,10.3640,Si
10.3650,6.3565,10.3650,Si
10.3660,6.3568,10.3660,Si
10.3670,6.3570,10.3670,Si
10.3680,6.3573,10.3680,Si
10.3690,6.3576,10.3690,Si
10.3700,6.3578,10.3700,Si
10.3710,6.3581,10.3710,Si
10.3720,6.3584,10.3720,Si
10.3730,6.3586,10.3730,Si
10.3740,6.3589,10.3740,Si
10.3750,6.3591,10.3750,Si
10.3760,6.3594,10.3760,Si
10.3770,6.3597,10.3770,Si
10.3780,6.3599,10.3780,Si
10.3790,6.3602,10.3790,Si
10.3800,6.3605,10.3800,Si
10.3810,6.3607,10.3810,Si
10.3820,6.3610,10.3820,Si
10.3830,6.3612,10.3830,Si
10.3840,6.3615,10.3840,Si
10.3850,6.3618,10.3850,Si
10.3860,6.3620,10.3860,Si
10.3870,6.3623,10.3870,Si
10.3880,6.3625,10.3880,Si
10.3890,6.3628,10.3890,Si
10.3900,6.3631,10.3900,Si
10.3910,6.3633,10.3910,Si
10.3920,6.3636,10.3920,Si
10.3930,6.3639,10.3930,Si
10.3940,6.3641,10.3940,Si
10.3950,6.3644,10.3950,Si
10.3960,6.3646,10.3960,Si
10.3970,6.3649,10.3970,Si
10.3980,6.3652,10.3980,Si
10.3990,6.3654,10.3990,Si
10.4000,6.3657,10.4000,Si
10.4010,6.3659,10.4010,Si
10.4020,6.3662,10.4020,Si
10.4030,6.3665,10.4030,Si
10.4040,6.3667,10.4040,Si
10.4050,6.3670,10.4050,Si
10.4060,6.3673,10.4060,Si
10.4070,6.3675,10.4070,Si
10.4080,6.3678,10.4080,Si
10.4090,6.3680,10.4090,Si
10.4100,6.3683,10.4100,Si
10.4110,6.3686,10.4110,Si
10.4120,6.3688,10.4120,Si
10.4130,6.3691,10.4130,Si
10.4140,6.3693,10.4140,Si
10.4150,6.3696,10.4150,Si
10.4160,6.3699,10.4160,Si
10.4170,6.3701,10.4170,Si
10.4180,6.3704,10.4180,Si
10.4190,6.3706,10.4190,Si
10.4200,6.3709,10.4200,Si
10.4210,6.3712,10.4210,Si
10.4220,6.3714,10.4220,Si
10.4230,6.3717,10.4230,Si
10.4240,6.3720,10.4240,Si
10.4250,6.3722,10.4250,Si
10.4260,6.3725,10.4260,Si
10.4270,6.3727,10.4270,Si
10.4280,6.3730,10.4280,Si
10.4290,6.3733,10.4290,Si
10.4300,6.3735,10.4300,Si
10.4310,6.3738,10.4310,Si
10.4320,6.3740,10.4320,Si
10.4330,6.3743,10.4330,Si
10.4340,6.3746,10.4340,Si
10.4350,6.3748,10.4350,Si
10.4360,6.3751,10.4360,Si
10.4370,6.3753,10.4370,Si
10.4380,6.3756,10.4380,Si
10.4390,6.3759,10.4390,Si
10.4400,6.3761,10.4400,Si
10.4410,6.3764,10.4410,Si
10.4420,6.3766,10.4420,Si
10.4430,6.3769,10.4430,Si
10.4440,6.3772,10.4440,Si
10.4450,6.3774,10.4450,Si
10.4460,6.3777,10.4460,Si
10.4470,6.3779,10.4470,Si
10.4480,6.3782,10.4480,Si
10.4490,6.3785,10.4490,Si
10.4500,6.3787,10.4500,Si
10.4510,6.3790,10.4510,Si
10.4520,6.3792,10.4520,Si
10.4530,6.3795,10.4530,Si
10.4540,6.3798,10.4540,Si
10.4550,6.3800,10.4550,Si
10.4560,6.3803,10.4560,Si
10.4570,6.3805,10.4570,Si
10.4580,6.3808,10.4580,Si
10.4590,6.3811,10.4590,Si
10.4600,6.3813,10.4600,Si
10.4610,6.3816,10.4610,Si
10.4620,6.3818,10.4620,Si
10.4630,6.3821,10.4630,Si
10.4640,6.3824,10.4640,Si
10.4650,6.3826,10.4650,Si
10.4660,6.3829,10.4660,Si
10.4670,6.3831,10.4670,Si
10.4680,6.3834,10.4680,Si
10.4690,6.3837,10.4690,Si
10.4700,6.3839,10.4700,Si
10.4710,6.3842,10.4710,Si
10.4720,6.3844,10.4720,Si
10.4730,6.3847,10.4730,Si
10.4740,6.3850,10.4740,Si
10.4750,6.3852,10.4750,Si
10.4760,6.3855,10.4760,Si
10.4770,6.3857,10.4770,Si
10.4780,6.3860,10.4780,Si
10.4790,6.3863,10.4790,Si
10.4800,6.3865,10.4800,Si
10.4810,6.3868,10.4810,Si
10.4820,6.3870,10.4820,Si
10.4830,6.3873,10.4830,Si
10.4840,6.3876,10.4840,Si
10.4850,6.3878,10.4850,Si
10.4860,6.3881,10.4860,Si
10.4870,6.3883,10.4870,Si
10.4880,6.3886,10.4880,Si
10.4890,6.3889,10.4890,Si
10.4900,6.3891,10.4900,Si
10.4910,6.3894,10.4910,Si
10.4920,6.3896,10.4920,Si
10.4930,6.3899,10.4930,Si
10.4940,6.3901,10.4940,Si
10.4950,6.3904,10.4950,Si
10.4960,6.3907,10.4960,Si
10.4970,6.3909,10.4970,Si
10.4980,6.3912,10.4980,Si
10.4990,6.3914,10.4990,Si
10.5000,6.3917,10.5000,Si
10.5010,6.3920,10.5010,Si
10.5020,6.3922,10.5020,Si
10.5030,6.3925,10.5030,Si
10.5040,6.3927,10.5040,Si
10.5050,6.3930,10.5050,Si
10.5060,6.3933,10.5060,Si
10.5070,6.3935,10.5070,Si
10.5080,6.3938,10.5080,Si
10.5090,6.3940,10.5090,Si
10.5100,6.3943,10.5100,Si
10.5110,6.3945,10.5110,Si
10.5120,6.3948,10.5120,Si
10.5130,6.3951,10.5130,Si
10.5140,6.3953,10.5140,Si
10.5150,6.3956,10.5150,Si
10.5160,6.3958,10.5160,Si
10.5170,6.3961,10.5170,Si
10.5180,6.3964,10.5180,Si
10.5190,6.3966,10.5190,Si
10.5200,6.3969,10.5200,Si
10.5210,6.3971,10.5210,Si
10.5220,6.3974,10.5220,Si
10.5230,6.3976,10.5230,Si
10.5240,6.3979,10.5240,Si
10.5250,6.3982,10.5250,Si
10.5260,6.3984,10.5260,Si
10.5270,6.3987,10.5270,Si
10.5280,6.3989,10.5280,Si
10.5290,6.3992,10.5290,Si
10.5300,6.3995,10.5300,Si
10.5310,6.3997,10.5310,Si
10.5320,6.4000,10.5320,Si
10.5330,6.4002,10.5330,Si
10.5340,6.4005,10.5340,Si
10.5350,6.4007,10.5350,Si
10.5360,6.4010,10.5360,Si
10.5370,6.4013,10.5370,Si
10.5380,6.4015,10.5380,Si
10.5390,6.4018,10.5390,Si
10.5400,6.4020,10.5400,Si
10.5410,6.4023,10.5410,Si
10.5420,6.4026,10.5420,Si
10.5430,6.4028,10.5430,Si
10.5440,6.4031,10.5440,Si
10.5450,6.4033,10.5450,Si
10.5460,6.4036,10.5460,Si
10.5470,6.4038,10.5470,Si
10.5480,6.4041,10.5480,Si
10.5490,6.4044,10.5490,Si
10.5500,6.4046,10.5500,Si
10.5510,6.4049,10.5510,Si
10.5520,6.4051,10.5520,Si
10.5530,6.4054,10.5530,Si
10.5540,6.4056,10.5540,Si
10.5550,6.4059,10.5550,Si
10.5560,6.4062,10.5560,Si
10.5570,6.4064,10.5570,Si
10.5580,6.4067,10.5580,Si
10.5590,6.4069,10.5590,Si
10.5600,6.4072,10.5600,Si
10.5610,6.4074,10.5610,Si
10.5620,6.4077,10.5620,Si
10.5630,6.4080,10.5630,Si
10.5640,6.4082,10.5640,Si
10.5650,6.4085,10.5650,Si
10.5660,6.4087,10.5660,Si
10.5670,6.4090,10.5670,Si
10.5680,6.4092,10.5680,Si
10.5690,6.4095,10.5690,Si
10.5700,6.4098,10.5700,Si
10.5710,6.4100,10.5710,Si
10.5720,6.4103,10.5720,Si
10.5730,6.4105,10.5730,Si
10.5740,6.4108,10.5740,Si
10.5750,6.4110,10.5750,Si
10.5760,6.4113,10.5760,Si
10.5770,6.4116,10.5770,Si
10.5780,6.4118,10.5780,Si
10.5790,6.4121,10.5790,Si
10.5800,6.4123,10.5800,Si
10.5810,6.4126,10.5810,Si
10.5820,6.4128,10.5820,Si
10.5830,6.4131,10.5830,Si
10.5840,6.4134,10.5840,Si
10.5850,6.4136,10.5850,Si
10.5860,6.4139,10.5860,Si
10.5870,6.4141,10.5870,Si
10.5880,6.4144,10.5880,Si
10.5890,6.4146,10.5890,Si
10.5900,6.4149,10.5900,Si
10.5910,6.4152,10.5910,Si
10.5920,6.4154,10.5920,Si
10.5930,6.4157,10.5930,Si
10.5940,6.4159,10.5940,Si
10.5950,6.4162,10.5950,Si
10.5960,6.4164,10.5960,Si
10.5970,6.4167,10.5970,Si
10.5980,6.4170,10.5980,Si
10.5990,6.4172,10.5990,Si
10.6000,6.4175,10.6000,Si
10.6010,6.4177,10.6010,Si
10.6020,6.4180,10.6020,Si
10.6030,6.4182,10.6030,Si
10.6040,6.4185,10.6040,Si
10.6050,6.4187,10.6050,Si
10.6060,6.4190,10.6060,Si
10.6070,6.4193,10.6070,Si
10.6080,6.4195,10.6080,Si
10.6090,6.4198,10.6090,Si
10.6100,6.4200,10.6100,Si
10.6110,6.4203,10.6110,Si
10.6120,6.4205,10.6120,Si
10.6130,6.4208,10.6130,Si
10.6140,6.4211,10.6140,Si
10.6150,6.4213,10.6150,Si
10.6160,6.4216,10.6160,Si
10.6170,6.4218,10.6170,Si
10.6180,6.4221,10.6180,Si
10.6190,6.4223,10.6190,Si
10.6200,6.4226,10.6200,Si
10.6210,6.4228,10.6210,Si
10.6220,6.4231,10.6220,Si
10.6230,6.4234,10.6230,Si
10.6240,6.4236,10.6240,Si
10.6250,6.4239,10.6250,Si
10.6260,6.4241,10.6260,Si
10.6270,6.4244,10.6270,Si
10.6280,6.4246,10.6280,Si
10.6290,6.4249,10.6290,Si
10.6300,6.4251,10.6300,Si
10.6310,6.4254,10.6310,Si
10.6320,6.4257,10.6320,Si
10.6330,6.4259,10.6330,Si
10.6340,6.4262,10.6340,Si
10.6350,6.4264,10.6350,Si
10.6360,6.4267,10.6360,Si
10.6370,6.4269,10.6370,Si
10.6380,6.4272,10.6380,Si
10.6390,6.4274,10.6390,Si
10.6400,6.4277,10.6400,Si
10.6410,6.4280,10.6410,Si
10.6420,6.4282,10.6420,Si
10.6430,6.4285,10.6430,Si
10.6440,6.4287,10.6440,Si
10.6450,6.4290,10.6450,Si
10.6460,6.4292,10.6460,Si
10.6470,6.4295,10.6470,Si
10.6480,6.4297,10.6480,Si
10.6490,6.4300,10.6490,Si
10.6500,6.4303,10.6500,Si
10.6510,6.4305,10.6510,Si
10.6520,6.4308,10.6520,Si
10.6530,6.4310,10.6530,Si
10.6540,6.4313,10.6540,Si
10.6550,6.4315,10.6550,Si
10.6560,6.4318,10.6560,Si
10.6570,6.4320,10.6570,Si
10.6580,6.4323,10.6580,Si
10.6590,6.4326,10.6590,Si
10.6600,6.4328,10.6600,Si
10.6610,6.4331,10.6610,Si
10.6620,6.4333,10.6620,Si
10.6630,6.4336,10.6630,Si
10.6640,6.4338,10.6640,Si
10.6650,6.4341,10.6650,Si
10.6660,6.4343,10.6660,Si
10.6670,6.4346,10.6670,Si
10.6680,6.4348,10.6680,Si
10.6690,6.4351,10.6690,Si
10.6700,6.4354,10.6700,Si
10.6710,6.4356,10.6710,Si
10.6720,6.4359,10.6720,Si
10.6730,6.4361,10.6730,Si
10.6740,6.4364,10.6740,Si
10.6750,6.4366,10.6750,Si
10.6760,6.4369,10.6760,Si
10.6770,6.4371,10.6770,Si
10.6780,6.4374,10.6780,Si
10.6790,6.4377,10.6790,Si
10.6800,6.4379,10.6800,Si
10.6810,6.4382,10.6810,Si
10.6820,6.4384,10.6820,Si
10.6830,6.4387,10.6830,Si
10.6840,6.4389,10.6840,Si
10.6850,6.4392,10.6850,Si
10.6860,6.4394,10.6860,Si
10.6870,6.4397,10.6870,Si
10.6880,6.4399,10.6880,Si
10.6890,6.4402,10.6890,Si
10.6900,6.4404,10.6900,Si
10.6910,6.4407,10.6910,Si
10.6920,6.4410,10.6920,Si
10.6930,6.4412,10.6930,Si
10.6940,6.4415,10.6940,Si
10.6950,6.4417,10.6950,Si
10.6960,6.4420,10.6960,Si
10.6970,6.4422,10.6970,Si
10.6980,6.4425,10.6980,Si
10.6990,6.4427,10.6990,Si
10.7000,6.4430,10.7000,Si
10.7010,6.4432,10.7010,Si
10.7020,6.4435,10.7020,Si
10.7030,6.4438,10.7030,Si
10.7040,6.4440,10.7040,Si
10.7050,6.4443,10.7050,Si
10.7060,6.4445,10.7060,Si
10.7070,6.4448,10.7070,Si
10.7080,6.4450,10.7080,Si
10.7090,6.4453,10.7090,Si
10.7100,6.4455,10.7100,Si
10.7110,6.4458,10.7110,Si
10.7120,6.4460,10.7120,Si
10.7130,6.4463,10.7130,Si
10.7140,6.4465,10.7140,Si
10.7150,6.4468,10.7150,Si
10.7160,6.4471,10.7160,Si
10.7170,6.4473,10.7170,Si
10.7180,6.4476,10.7180,Si
10.7190,6.4478,10.7190,Si
10.7200,6.4481,10.7200,Si
10.7210,6.4483,10.7210,Si
10.7220,6.4486,10.7220,Si
10.7230,6.4488,10.7230,Si
10.7240,6.4491,10.7240,Si
10.7250,6.4493,10.7250,Si
10.7260,6.4496,10.7260,Si
10.7270,6.4498,10.7270,Si
10.7280,6.4501,10.7280,Si
10.7290,6.4503,10.7290,Si
10.7300,6.4506,10.7300,Si
10.7310,6.4509,10.7310,Si
10.7320,6.4511,10.7320,Si
10.7330,6.4514,10.7330,Si
10.7340,6.4516,10.7340,Si
10.7350,6.4519,10.7350,Si
10.7360,6.4521,10.7360,Si
10.7370,6.4524,10.7370,Si
10.7380,6.4526,10.7380,Si
10.7390,6.4529,10.7390,Si
10.7400,6.4531,10.7400,Si
10.7410,6.4534,10.7410,Si
10.7420,6.4536,10.7420,Si
10.7430,6.4539,10.7430,Si
10.7440,6.4541,10.7440,Si
10.7450,6.4544,10.7450,Si
10.7460,6.4547,10.7460,Si
10.7470,6.4549,10.7470,Si
10.7480,6.4552,10.7480,Si
10.7490,6.4554,10.7490,Si
10.7500,6.4557,10.7500,Si
10.7510,6.4559,10.7510,Si
10.7520,6.4562,10.7520,Si
10.7530,6.4564,10.7530,Si
10.7540,6.4567,10.7540,Si
10.7550,6.4569,10.7550,Si
10.7560,6.4572,10.7560,Si
10.7570,6.4574,10.7570,Si
10.7580,6.4577,10.7580,Si
10.7590,6.4579,10.7590,Si
10.7600,6.4582,10.7600,Si
10.7610,6.4584,10.7610,Si
10.7620,6.4587,10.7620,Si
10.7630,6.4589,10.7630,Si
10.7640,6.4592,10.7640,Si
10.7650,6.4595,10.7650,Si
10.7660,6.4597,10.7660,Si
10.7670,6.4600,10.7670,Si
10.7680,6.4602,10.7680,Si
10.7690,6.4605,10.7690,Si
10.7700,6.4607,10.7700,Si
10.7710,6.4610,10.7710,Si
10.7720,6.4612,10.7720,Si
10.7730,6.4615,10.7730,Si
10.7740,6.4617,10.7740,Si
10.7750,6.4620,10.7750,Si
10.7760,6.4622,10.7760,Si
10.7770,6.4625,10.7770,Si
10.7780,6.4627,10.7780,Si
10.7790,6.4630,10.7790,Si
10.7800,6.4632,10.7800,Si
10.7810,6.4635,10.7810,Si
10.7820,6.4637,10.7820,Si
10.7830,6.4640,10.7830,Si
10.7840,6.4642,10.7840,Si
10.7850,6.4645,10.7850,Si
10.7860,6.4648,10.7860,Si
10.7870,6.4650,10.7870,Si
10.7880,6.4653,10.7880,Si
10.7890,6.4655,10.7890,Si
10.7900,6.4658,10.7900,Si
10.7910,6.4660,10.7910,Si
10.7920,6.4663,10.7920,Si
10.7930,6.4665,10.7930,Si
10.7940,6.4668,10.7940,Si
10.7950,6.4670,10.7950,Si
10.7960,6.4673,10.7960,Si
10.7970,6.4675,10.7970,Si
10.7980,6.4678,10.7980,Si
10.7990,6.4680,10.7990,Si
10.8000,6.4683,10.8000,Si
10.8010,6.4685,10.8010,Si
10.8020,6.4688,10.8020,Si
10.8030,6.4690,10.8030,Si
10.8040,6.4693,10.8040,Si
10.8050,6.4695,10.8050,Si
10.8060,6.4698,10.8060,Si
10.8070,6.4700,10.8070,Si
10.8080,6.4703,10.8080,Si
10.8090,6.4705,10.8090,Si
10.8100,6.4708,10.8100,Si
10.8110,6.4710,10.8110,Si
10.8120,6.4713,10.8120,Si
10.8130,6.4715,10.8130,Si
10.8140,6.4718,10.8140,Si
10.8150,6.4720,10.8150,Si
10.8160,6.4723,10.8160,Si
10.8170,6.4726,10.8170,Si
10.8180,6.4728,10.8180,Si
10.8190,6.4731,10.8190,Si
10.8200,6.4733,10.8200,Si
10.8210,6.4736,10.8210,Si
10.8220,6.4738,10.8220,Si
10.8230,6.4741,10.8230,Si
10.8240,6.4743,10.8240,Si
10.8250,6.4746,10.8250,Si
10.8260,6.4748,10.8260,Si
10.8270,6.4751,10.8270,Si
10.8280,6.4753,10.8280,Si
10.8290,6.4756,10.8290,Si
10.8300,6.4758,10.8300,Si
10.8310,6.4761,10.8310,Si
10.8320,6.4763,10.8320,Si
10.8330,6.4766,10.8330,Si
10.8340,6.4768,10.8340,Si
10.8350,6.4771,10.8350,Si
10.8360,6.4773,10.8360,Si
10.8370,6.4776,10.8370,Si
10.8380,6.4778,10.8380,Si
10.8390,6.4781,10.8390,Si
10.8400,6.4783,10.8400,Si
10.8410,6.4786,10.8410,Si
10.8420,6.4788,10.8420,Si
10.8430,6.4791,10.8430,Si
10.8440,6.4793,10.8440,Si
10.8450,6.4796,10.8450,Si
10.8460,6.4798,10.8460,Si
10.8470,6.4801,10.8470,Si
10.8480,6.4803,10.8480,Si
10.8490,6.4806,10.8490,Si
10.8500,6.4808,10.8500,Si
10.8510,6.4811,10.8510,Si
10.8520,6.4813,10.8520,Si
10.8530,6.4816,10.8530,Si
10.8540,6.4818,10.8540,Si
10.8550,6.4821,10.8550,Si
10.8560,6.4823,10.8560,Si
10.8570,6.4826,10.8570,Si
10.8580,6.4828,10.8580,Si
10.8590,6.4831,10.8590,Si
10.8600,6.4833,10.8600,Si
10.8610,6.4836,10.8610,Si
10.8620,6.4838,10.8620,Si
10.8630,6.4841,10.8630,Si
10.8640,6.4843,10.8640,Si
10.8650,6.4846,10.8650,Si
10.8660,6.4848,10.8660,Si
10.8670,6.4851,10.8670,Si
10.8680,6.4853,10.8680,Si
10.8690,6.4856,10.8690,Si
10.8700,6.4858,10.8700,Si
10.8710,6.4861,10.8710,Si
10.8720,6.4863,10.8720,Si
10.8730,6.4866,10.8730,Si
10.8740,6.4868,10.8740,Si
10.8750,6.4871,10.8750,Si
10.8760,6.4873,10.8760,Si
10.8770,6.4876,10.8770,Si
10.8780,6.4878,10.8780,Si
10.8790,6.4881,10.8790,Si
10.8800,6.4883,10.8800,Si
10.8810,6.4886,10.8810,Si
10.8820,6.4888,10.8820,Si
10.8830,6.4891,10.8830,Si
10.8840,6.4893,10.8840,Si
10.8850,6.4896,10.8850,Si
10.8860,6.4898,10.8860,Si
10.8870,6.4901,10.8870,Si
10.8880,6.4903,10.8880,Si
10.8890,6.4906,10.8890,Si
10.8900,6.4908,10.8900,Si
10.8910,6.4911,10.8910,Si
10.8920,6.4913,10.8920,Si
10.8930,6.4916,10.8930,Si
10.8940,6.4918,10.8940,Si
10.8950,6.4921,10.8950,Si
10.8960,6.4923,10.8960,Si
10.8970,6.4926,10.8970,Si
10.8980,6.4928,10.8980,Si
10.8990,6.4931,10.8990,Si
10.9000,6.4933,10.9000,Si
10.9010,6.4936,10.9010,Si
10.9020,6.4938,10.9020,Si
10.9030,6.4941,10.9030,Si
10.9040,6.4943,10.9040,Si
10.9050,6.4946,10.9050,Si
10.9060,6.4948,10.9060,Si
10.9070,6.4951,10.9070,Si
10.9080,6.4953,10.9080,Si
10.9090,6.4956,10.9090,Si
10.9100,6.4958,10.9100,Si
10.9110,6.4961,10.9110,Si
10.9120,6.4963,10.9120,Si
10.9130,6.4966,10.9130,Si
10.9140,6.4968,10.9140,Si
10.9150,6.4971,10.9150,Si
10.9160,6.4973,10.9160,Si
10.9170,6.4976,10.9170,Si
10.9180,6.4978,10.9180,Si
10.9190,6.4981,10.9190,Si
10.9200,6.4983,10.9200,Si
10.9210,6.4986,10.9210,Si
10.9220,6.4988,10.9220,Si
10.9230,6.4991,10.9230,Si
10.9240,6.4993,10.9240,Si
10.9250,6.4996,10.9250,Si
10.9260,6.4998,10.9260,Si
10.9270,6.5001,10.9270,Si
10.9280,6.5003,10.9280,Si
10.9290,6.5006,10.9290,Si
10.9300,6.5008,10.9300,Si
10.9310,6.5011,10.9310,Si
10.9320,6.5013,10.9320,Si
10.9330,6.5015,10.9330,Si
10.9340,6.5018,10.9340,Si
10.9350,6.5020,10.9350,Si
10.9360,6.5023,10.9360,Si
